Month	Year	Rainfall	WPI	Crop	Season	Prev_Month_WPI	Temperature
3	2016	27.6	242.8	Soyabean	2	239.5	19.95205734
4	2016	37.4	245.9	Soyabean	2	242.8	31.18211497
5	2016	62.6	249.3	Soyabean	2	245.9	32.72806331
6	2016	168.3	252.7	Soyabean	0	249.3	34.2596074
7	2016	289.1	256.1	Soyabean	0	252.7	32.23404009
8	2016	256.3	259.4	Soyabean	0	256.1	23.74636339
9	2016	171.9	262.3	Soyabean	0	259.4	28.36856638
10	2016	76.1	265.1	Soyabean	1	262.3	29.1917491
11	2016	29.7	267.8	Soyabean	1	265.1	31.72786048
12	2016	14.9	270.6	Soyabean	3	267.8	30.55415955
1	2017	19	273.4	Soyabean	3	270.6	18.50688362
2	2017	22.6	276.3	Soyabean	3	273.4	26.7031313
3	2017	27.8	279.1	Soyabean	2	276.3	27.02383884
4	2017	37.9	281.9	Soyabean	2	279.1	27.66366336
5	2017	62.4	284.8	Soyabean	2	281.9	25.96515164
6	2017	168.1	287.6	Soyabean	0	284.8	34.4041989
7	2017	289.3	290.5	Soyabean	0	287.6	34.35946753
8	2017	256.2	293.2	Soyabean	0	290.5	26.2802673
9	2017	171.5	295.8	Soyabean	0	293.2	28.37375767
10	2017	76.3	298.4	Soyabean	1	295.8	26.94159496
11	2017	29.9	300.9	Soyabean	1	298.4	25.97151346
12	2017	15	303.5	Soyabean	3	300.9	27.9085964
1	2018	19.2	306.1	Soyabean	3	303.5	34.35127895
2	2018	20.1	308.7	Soyabean	3	306.1	32.93591247
3	2018	27.1	311.4	Soyabean	2	308.7	18.00144838
4	2018	40.2	314.1	Soyabean	2	311.4	18.52650058
5	2018	62.7	316.9	Soyabean	2	314.1	32.34927578
6	2018	165	319.7	Soyabean	0	316.9	30.70319642
7	2018	286.3	322.5	Soyabean	0	319.7	24.3537909
8	2018	254.3	325.3	Soyabean	0	322.5	20.07078898
9	2018	171.9	327.9	Soyabean	0	325.3	34.50489188
10	2018	77.2	330.6	Soyabean	1	327.9	27.47155008
11	2018	28.1	333.4	Soyabean	1	330.6	28.05165413
12	2018	14.1	336.2	Soyabean	3	333.4	32.81304166
4	2012	47.5	96.4	Rice	2	205.7938272	31.43582292
5	2012	31.7	97.1	Rice	2	96.4	18.59254648
6	2012	117.8	98.6	Rice	0	97.1	29.19560108
7	2012	250.2	100.3	Rice	0	98.6	20.83212298
8	2012	262.4	102.7	Rice	0	100.3	33.39213217
9	2012	193.5	104.2	Rice	0	102.7	30.53064533
10	2012	58.7	105.8	Rice	1	104.2	27.61025044
11	2012	30.7	107.3	Rice	1	105.8	20.72265407
12	2012	11.7	108.9	Rice	3	107.3	27.79347129
1	2013	11.3	110.4	Rice	3	108.9	26.67970498
2	2013	40.1	112.3	Rice	3	110.4	31.56500481
3	2013	15.7	114.6	Rice	2	112.3	28.22802945
4	2013	30.4	116.9	Rice	2	114.6	33.90662854
5	2013	57.8	119.3	Rice	2	116.9	19.22399809
6	2013	219.8	121.9	Rice	0	119.3	26.27597321
7	2013	310	124.8	Rice	0	121.9	24.52827288
8	2013	254.7	127.2	Rice	0	124.8	34.3356519
9	2013	152.7	129.4	Rice	0	127.2	18.43339809
10	2013	129.4	131.7	Rice	1	129.4	26.54811981
11	2013	14	133.9	Rice	1	131.7	28.34875592
12	2013	6.7	136.1	Rice	3	133.9	26.51190391
1	2014	19.2	138.6	Rice	3	136.1	23.45111553
2	2014	27.4	141.2	Rice	3	138.6	18.49924296
3	2014	36.1	144.3	Rice	2	141.2	21.12320488
4	2014	22.2	147.4	Rice	2	144.3	30.34013088
5	2014	72.9	150.6	Rice	2	147.4	27.54477248
6	2014	95.4	153.9	Rice	0	150.6	26.33808194
7	2014	261.2	157.8	Rice	0	153.9	22.53190895
8	2014	237.5	161.3	Rice	0	157.8	28.60787218
9	2014	188	164.6	Rice	0	161.3	25.90050954
10	2014	60.2	167.8	Rice	1	164.6	19.80045852
11	2014	14.4	170.9	Rice	1	167.8	31.47709457
12	2014	10.7	173.8	Rice	3	170.9	25.66682587
1	2015	17.4	177.1	Rice	3	173.8	27.38796537
2	2015	21	180.3	Rice	3	177.1	20.32069014
3	2015	62	183.7	Rice	2	180.3	28.09307032
4	2015	69.4	187.2	Rice	2	183.7	29.44239576
5	2015	53.8	190.8	Rice	2	187.2	31.15452833
6	2015	192.8	194.6	Rice	0	190.8	21.73180493
7	2015	242.4	198.2	Rice	0	194.6	24.23611887
8	2015	205.2	201.6	Rice	0	198.2	26.81326958
9	2015	131.8	204.9	Rice	0	201.6	23.08075998
10	2015	42.9	208.1	Rice	1	204.9	33.70145701
11	2015	39.4	211.4	Rice	1	208.1	32.04764862
12	2015	15	214.6	Rice	3	211.4	32.98871882
1	2016	19.3	217.9	Rice	3	214.6	24.37184095
2	2016	22.8	221.3	Rice	3	217.9	23.72529294
3	2016	27.6	224.8	Rice	2	221.3	26.94693537
4	2016	37.4	228.2	Rice	2	224.8	18.16206499
5	2016	62.6	231.8	Rice	2	228.2	30.31633229
6	2016	168.3	235.4	Rice	0	231.8	24.39739618
7	2016	289.1	239.1	Rice	0	235.4	29.46519706
8	2016	256.3	242.7	Rice	0	239.1	32.1476457
9	2016	171.9	246.2	Rice	0	242.7	18.07812799
10	2016	76.1	249.6	Rice	1	246.2	22.10806874
11	2016	29.7	252.9	Rice	1	249.6	22.38766767
12	2016	14.9	256.3	Rice	3	252.9	33.30835825
1	2017	19	259.7	Rice	3	256.3	27.33990306
2	2017	22.6	263.2	Rice	3	259.7	26.44146399
3	2017	27.8	266.7	Rice	2	263.2	33.79762645
4	2017	37.9	270.1	Rice	2	266.7	22.60453017
5	2017	62.4	273.6	Rice	2	270.1	25.13983307
6	2017	168.1	277.2	Rice	0	273.6	33.19731815
7	2017	289.3	280.8	Rice	0	277.2	19.22413481
8	2017	256.2	284.3	Rice	0	280.8	29.94165875
9	2017	171.5	287.7	Rice	0	284.3	26.52806997
10	2017	76.3	291.1	Rice	1	287.7	22.68687171
11	2017	29.9	294.4	Rice	1	291.1	31.06635934
12	2017	15	297.8	Rice	3	294.4	22.57940204
1	2018	19.2	301.2	Rice	3	297.8	31.93813822
2	2018	20.1	304.7	Rice	3	301.2	21.6505893
3	2018	27.1	308.2	Rice	2	304.7	25.02246828
4	2018	40.2	311.8	Rice	2	308.2	26.27066476
5	2018	62.7	315.4	Rice	2	311.8	25.10785279
6	2018	165	319.1	Rice	0	315.4	28.66897922
7	2018	286.3	322.8	Rice	0	319.1	27.34419837
8	2018	254.3	326.5	Rice	0	322.8	29.62366299
9	2018	171.9	330.1	Rice	0	326.5	34.11986073
10	2018	77.2	333.7	Rice	1	330.1	32.2653534
11	2018	28.1	337.4	Rice	1	333.7	23.49130097
12	2018	14.1	341.1	Rice	3	337.4	34.18809593
4	2012	47.5	87.6	Orange	2	131.3728395	24.97907364
5	2012	31.7	88.9	Orange	2	87.6	25.8236629
6	2012	117.8	90.6	Orange	0	88.9	29.08657734
7	2012	250.2	93.1	Orange	0	90.6	29.86458249
8	2012	262.4	96.3	Orange	0	93.1	27.73540221
9	2012	193.5	94.7	Orange	0	96.3	22.83714575
10	2012	58.7	92.3	Orange	1	94.7	29.08832922
11	2012	30.7	90.6	Orange	1	92.3	20.42750942
12	2012	11.7	89.1	Orange	3	90.6	20.0702049
1	2013	11.3	88.3	Orange	3	89.1	31.68268224
2	2013	40.1	90.2	Orange	3	88.3	21.45778269
3	2013	15.7	92.6	Orange	2	90.2	26.53312313
4	2013	30.4	95.3	Orange	2	92.6	21.06851308
5	2013	57.8	98.4	Orange	2	95.3	25.78527247
6	2013	219.8	101.7	Orange	0	98.4	33.7722737
7	2013	310	105.3	Orange	0	101.7	33.42237751
8	2013	254.7	102.9	Orange	0	105.3	21.16886666
9	2013	152.7	100.1	Orange	0	102.9	23.12285057
10	2013	129.4	97.8	Orange	1	100.1	22.64551076
11	2013	14	96.2	Orange	1	97.8	22.2573134
12	2013	6.7	94.8	Orange	3	96.2	29.56704326
1	2014	19.2	97.1	Orange	3	94.8	21.17091608
2	2014	27.4	99.8	Orange	3	97.1	33.23600397
3	2014	36.1	104.2	Orange	2	99.8	22.84551044
4	2014	22.2	108.6	Orange	2	104.2	24.27552362
5	2014	72.9	112.4	Orange	2	108.6	31.43494933
6	2014	95.4	116.5	Orange	0	112.4	18.88754486
7	2014	261.2	121.6	Orange	0	116.5	32.71083156
8	2014	237.5	125.3	Orange	0	121.6	33.56363966
9	2014	188	122.4	Orange	0	125.3	22.41318194
10	2014	60.2	119.3	Orange	1	122.4	26.5412936
11	2014	14.4	116.6	Orange	1	119.3	34.68422705
12	2014	10.7	114.2	Orange	3	116.6	30.69706342
1	2015	17.4	117.9	Orange	3	114.2	25.18050402
2	2015	21	121.4	Orange	3	117.9	30.35827686
3	2015	62	125.6	Orange	2	121.4	22.67802321
4	2015	69.4	129.8	Orange	2	125.6	28.55850747
5	2015	53.8	134.3	Orange	2	129.8	31.78860934
6	2015	192.8	139.1	Orange	0	134.3	22.60063739
7	2015	242.4	143.6	Orange	0	139.1	33.50283938
8	2015	205.2	141.3	Orange	0	143.6	20.08537343
9	2015	131.8	138.2	Orange	0	141.3	33.18955388
10	2015	42.9	135.4	Orange	1	138.2	23.31119984
11	2015	39.4	132.8	Orange	1	135.4	31.77094062
12	2015	15	130.4	Orange	3	132.8	21.71641312
1	2016	19.3	128.1	Orange	3	130.4	18.39893102
2	2016	22.8	131.8	Orange	3	128.1	29.20697197
3	2016	27.6	136.1	Orange	2	131.8	23.85354675
4	2016	37.4	140.6	Orange	2	136.1	21.76459229
5	2016	62.6	145.4	Orange	2	140.6	25.15148599
6	2016	168.3	150.3	Orange	0	145.4	18.59835729
7	2016	289.1	155.4	Orange	0	150.3	18.83684185
8	2016	256.3	152.6	Orange	0	155.4	22.20271842
9	2016	171.9	149.3	Orange	0	152.6	20.61761713
10	2016	76.1	146.2	Orange	1	149.3	19.25314083
11	2016	29.7	143.4	Orange	1	146.2	31.54604772
12	2016	14.9	140.9	Orange	3	143.4	21.49417544
1	2017	19	138.3	Orange	3	140.9	26.24269182
2	2017	22.6	142.7	Orange	3	138.3	31.22719424
3	2017	27.8	147.6	Orange	2	142.7	29.40593672
4	2017	37.9	152.6	Orange	2	147.6	23.3716752
5	2017	62.4	157.9	Orange	2	152.6	26.41317154
6	2017	168.1	163.4	Orange	0	157.9	31.13264778
7	2017	289.3	169.3	Orange	0	163.4	21.80482291
8	2017	256.2	166.1	Orange	0	169.3	18.60098843
9	2017	171.5	162.4	Orange	0	166.1	32.28307784
10	2017	76.3	158.8	Orange	1	162.4	18.72275367
11	2017	29.9	155.4	Orange	1	158.8	33.79956607
12	2017	15	152.3	Orange	3	155.4	25.74246951
1	2018	19.2	149.4	Orange	3	152.3	33.33476313
2	2018	20.1	154.6	Orange	3	149.4	32.00241931
3	2018	27.1	160.1	Orange	2	154.6	23.42621433
4	2018	40.2	165.8	Orange	2	160.1	22.68317241
5	2018	62.7	171.9	Orange	2	165.8	31.05733447
6	2018	165	178.2	Orange	0	171.9	21.86682446
7	2018	286.3	184.9	Orange	0	178.2	19.23905829
8	2018	254.3	190.4	Orange	0	184.9	24.75671814
9	2018	171.9	186.7	Orange	0	190.4	22.10748731
10	2018	77.2	182.9	Orange	1	186.7	25.51016176
11	2018	28.1	194.1	Orange	1	182.9	18.82129216
12	2018	14.1	200.7	Orange	3	194.1	29.83168979
4	2012	47.5	92.6	Onion	2	134.291358	23.53451803
5	2012	31.7	94.3	Onion	2	92.6	23.07454411
6	2012	117.8	96.8	Onion	0	94.3	27.81332263
7	2012	250.2	99.7	Onion	0	96.8	30.98967392
8	2012	262.4	103.2	Onion	0	99.7	34.73656469
9	2012	193.5	101.4	Onion	0	103.2	22.78654937
10	2012	58.7	98.6	Onion	1	101.4	27.4788021
11	2012	30.7	96.9	Onion	1	98.6	31.04992626
12	2012	11.7	95.2	Onion	3	96.9	33.99537115
1	2013	11.3	94.5	Onion	3	95.2	19.5154433
2	2013	40.1	96.8	Onion	3	94.5	28.65419983
3	2013	15.7	99.3	Onion	2	96.8	31.61299854
4	2013	30.4	102.1	Onion	2	99.3	30.84417199
5	2013	57.8	105.4	Onion	2	102.1	18.91846566
6	2013	219.8	108.9	Onion	0	105.4	26.0378495
7	2013	310	112.7	Onion	0	108.9	34.00693723
8	2013	254.7	110.2	Onion	0	112.7	27.55799081
9	2013	152.7	107.1	Onion	0	110.2	18.41301067
10	2013	129.4	104.6	Onion	1	107.1	32.34965621
11	2013	14	102.8	Onion	1	104.6	20.20907367
12	2013	6.7	101.3	Onion	3	102.8	22.13518279
1	2014	19.2	103.9	Onion	3	101.3	18.55288054
2	2014	27.4	106.8	Onion	3	103.9	29.49319337
3	2014	36.1	111.6	Onion	2	106.8	21.22538569
4	2014	22.2	116.2	Onion	2	111.6	32.51553891
5	2014	72.9	119.8	Onion	2	116.2	31.46728398
6	2014	95.4	123.7	Onion	0	119.8	21.36653368
7	2014	261.2	128.9	Onion	0	123.7	31.69582228
8	2014	237.5	132.6	Onion	0	128.9	21.46805348
9	2014	188	129.4	Onion	0	132.6	29.89714651
10	2014	60.2	126.1	Onion	1	129.4	24.90215426
11	2014	14.4	123.2	Onion	1	126.1	20.3997657
12	2014	10.7	120.7	Onion	3	123.2	32.94734892
1	2015	17.4	124.3	Onion	3	120.7	23.43091266
2	2015	21	127.8	Onion	3	124.3	33.76937881
3	2015	62	131.9	Onion	2	127.8	30.23908341
4	2015	69.4	135.7	Onion	2	131.9	28.58687754
5	2015	53.8	139.8	Onion	2	135.7	23.02214529
6	2015	192.8	144.2	Onion	0	139.8	22.71971222
7	2015	242.4	148.1	Onion	0	144.2	28.86585549
8	2015	205.2	145.6	Onion	0	148.1	30.19326697
9	2015	131.8	142.3	Onion	0	145.6	31.03944001
10	2015	42.9	139.1	Onion	1	142.3	29.13051735
11	2015	39.4	136.2	Onion	1	139.1	18.30971022
12	2015	15	133.7	Onion	3	136.2	24.15646295
1	2016	19.3	131.2	Onion	3	133.7	20.42976396
2	2016	22.8	135.1	Onion	3	131.2	20.97803844
3	2016	27.6	139.4	Onion	2	135.1	34.5218498
4	2016	37.4	143.8	Onion	2	139.4	19.65732468
5	2016	62.6	148.3	Onion	2	143.8	29.15742678
6	2016	168.3	152.9	Onion	0	148.3	33.05711626
7	2016	289.1	157.6	Onion	0	152.9	21.10088637
8	2016	256.3	154.8	Onion	0	157.6	33.75873116
9	2016	171.9	151.2	Onion	0	154.8	27.29411753
10	2016	76.1	147.9	Onion	1	151.2	28.96236678
11	2016	29.7	144.8	Onion	1	147.9	20.32715517
12	2016	14.9	142.1	Onion	3	144.8	23.54182693
1	2017	19	139.4	Onion	3	142.1	29.23962071
2	2017	22.6	143.6	Onion	3	139.4	29.0772225
3	2017	27.8	148.2	Onion	2	143.6	31.72057734
4	2017	37.9	152.7	Onion	2	148.2	26.06584265
5	2017	62.4	157.4	Onion	2	152.7	20.50205162
6	2017	168.1	162.3	Onion	0	157.4	30.49813703
7	2017	289.3	167.4	Onion	0	162.3	27.2297914
8	2017	256.2	164.2	Onion	0	167.4	18.22976549
9	2017	171.5	160.6	Onion	0	164.2	25.72641036
10	2017	76.3	157.1	Onion	1	160.6	32.70638019
11	2017	29.9	153.8	Onion	1	157.1	29.80993808
12	2017	15	150.7	Onion	3	153.8	34.3083688
1	2018	19.2	147.6	Onion	3	150.7	19.59027837
2	2018	20.1	152.3	Onion	3	147.6	34.07080113
3	2018	27.1	157.1	Onion	2	152.3	21.9667148
4	2018	40.2	161.9	Onion	2	157.1	22.00015621
5	2018	62.7	167.2	Onion	2	161.9	20.08426571
6	2018	165	172.6	Onion	0	167.2	32.01355689
7	2018	286.3	178.3	Onion	0	172.6	26.97362019
8	2018	254.3	182.9	Onion	0	178.3	28.67832813
9	2018	171.9	179.6	Onion	0	182.9	31.64178132
10	2018	77.2	176.1	Onion	1	179.6	18.71422745
11	2018	28.1	186.7	Onion	1	176.1	19.42133839
12	2018	14.1	192.8	Onion	3	186.7	30.4168791
4	2012	47.5	94.7	Moong	2	207.8234568	20.65212568
5	2012	31.7	95.3	Moong	2	94.7	26.038815
6	2012	117.8	96.9	Moong	0	95.3	18.43515135
7	2012	250.2	99.2	Moong	0	96.9	28.42845584
8	2012	262.4	102.1	Moong	0	99.2	24.99573431
9	2012	193.5	103.6	Moong	0	102.1	20.80207741
10	2012	58.7	104.9	Moong	1	103.6	25.89514582
11	2012	30.7	106.2	Moong	1	104.9	34.93905091
12	2012	11.7	107.4	Moong	3	106.2	27.65414826
1	2013	11.3	108.8	Moong	3	107.4	27.77768499
2	2013	40.1	110.6	Moong	3	108.8	18.30269117
3	2013	15.7	112.7	Moong	2	110.6	20.14733858
4	2013	30.4	114.9	Moong	2	112.7	24.59833493
5	2013	57.8	117.3	Moong	2	114.9	20.63676673
6	2013	219.8	119.9	Moong	0	117.3	23.71818211
7	2013	310	122.8	Moong	0	119.9	30.39624699
8	2013	254.7	125.3	Moong	0	122.8	28.66636044
9	2013	152.7	127.6	Moong	0	125.3	32.09077797
10	2013	129.4	129.8	Moong	1	127.6	34.87257463
11	2013	14	132.1	Moong	1	129.8	27.52088889
12	2013	6.7	134.3	Moong	3	132.1	23.86138393
1	2014	19.2	136.8	Moong	3	134.3	33.55495573
2	2014	27.4	139.4	Moong	3	136.8	32.40679667
3	2014	36.1	142.7	Moong	2	139.4	22.37780218
4	2014	22.2	145.9	Moong	2	142.7	30.86570812
5	2014	72.9	149.2	Moong	2	145.9	34.89720785
6	2014	95.4	152.7	Moong	0	149.2	19.98615459
7	2014	261.2	156.8	Moong	0	152.7	23.90042562
8	2014	237.5	160.4	Moong	0	156.8	18.56721806
9	2014	188	163.8	Moong	0	160.4	28.97315209
10	2014	60.2	167.1	Moong	1	163.8	34.14597974
11	2014	14.4	170.3	Moong	1	167.1	30.29626975
12	2014	10.7	173.4	Moong	3	170.3	32.47955501
1	2015	17.4	176.9	Moong	3	173.4	26.77180779
2	2015	21	180.3	Moong	3	176.9	18.52405144
3	2015	62	183.9	Moong	2	180.3	32.74854492
4	2015	69.4	187.6	Moong	2	183.9	18.18904219
5	2015	53.8	191.4	Moong	2	187.6	33.14160199
6	2015	192.8	195.3	Moong	0	191.4	26.75690369
7	2015	242.4	199.1	Moong	0	195.3	34.36048976
8	2015	205.2	202.7	Moong	0	199.1	24.03907086
9	2015	131.8	206.2	Moong	0	202.7	18.95427239
10	2015	42.9	209.6	Moong	1	206.2	25.89665511
11	2015	39.4	213.1	Moong	1	209.6	18.14664586
12	2015	15	216.4	Moong	3	213.1	25.84512179
1	2016	19.3	219.9	Moong	3	216.4	23.06075371
2	2016	22.8	223.5	Moong	3	219.9	25.31867694
3	2016	27.6	227.2	Moong	2	223.5	34.40289804
4	2016	37.4	230.8	Moong	2	227.2	21.55791318
5	2016	62.6	234.6	Moong	2	230.8	30.78435406
6	2016	168.3	238.4	Moong	0	234.6	31.89684218
7	2016	289.1	242.3	Moong	0	238.4	33.11210288
8	2016	256.3	246.1	Moong	0	242.3	28.71661336
9	2016	171.9	249.8	Moong	0	246.1	24.62209937
10	2016	76.1	253.4	Moong	1	249.8	31.77875428
11	2016	29.7	256.9	Moong	1	253.4	33.19654753
12	2016	14.9	260.5	Moong	3	256.9	32.08618645
1	2017	19	264.1	Moong	3	260.5	18.8841712
2	2017	22.6	267.8	Moong	3	264.1	22.16126115
3	2017	27.8	271.5	Moong	2	267.8	23.60990654
4	2017	37.9	275.1	Moong	2	271.5	32.04752802
5	2017	62.4	278.8	Moong	2	275.1	33.98332257
6	2017	168.1	282.6	Moong	0	278.8	19.05458977
7	2017	289.3	286.4	Moong	0	282.6	21.93387536
8	2017	256.2	290.1	Moong	0	286.4	26.87275519
9	2017	171.5	293.7	Moong	0	290.1	20.08656396
10	2017	76.3	297.3	Moong	1	293.7	31.05654787
11	2017	29.9	300.8	Moong	1	297.3	34.07638029
12	2017	15	304.4	Moong	3	300.8	20.94537222
1	2018	19.2	308.1	Moong	3	304.4	28.12070022
2	2018	20.1	311.8	Moong	3	308.1	21.30236983
3	2018	27.1	315.6	Moong	2	311.8	23.79901789
4	2018	40.2	319.4	Moong	2	315.6	33.57069531
5	2018	62.7	323.3	Moong	2	319.4	21.30232436
6	2018	165	327.2	Moong	0	323.3	25.7053463
7	2018	286.3	331.1	Moong	0	327.2	31.35556845
8	2018	254.3	335.1	Moong	0	331.1	20.25731179
9	2018	171.9	338.9	Moong	0	335.1	23.92537299
10	2018	77.2	342.7	Moong	1	338.9	27.1338464
11	2018	28.1	346.6	Moong	1	342.7	29.76107326
12	2018	14.1	350.5	Moong	3	346.6	29.93185475
4	2012	71.9	107.1	Corn	2	168	30.31073467
5	2012	33.6	108.7	Corn	2	107.1	22.24148284
6	2012	276.2	110.5	Corn	0	108.7	30.56276333
7	2012	237.6	113	Corn	0	110.5	23.33043188
8	2012	238.8	114.6	Corn	0	113	19.85166501
9	2012	206.5	116.4	Corn	0	114.6	22.34040274
10	2012	68.2	118.8	Corn	1	116.4	21.8998332
11	2012	99.5	121.3	Corn	1	118.8	28.17045177
12	2012	19.6	123.4	Corn	3	121.3	27.20618256
1	2013	36.4	125	Corn	3	123.4	33.12004264
2	2013	34.7	126.9	Corn	3	125	24.57036727
3	2013	24.7	128.5	Corn	3	126.9	28.31054698
4	2013	52.2	130.5	Corn	2	128.5	34.30776919
5	2013	32.7	132.2	Corn	2	130.5	22.91551052
6	2013	281.4	134.5	Corn	0	132.2	31.29078458
7	2013	229.3	136.4	Corn	0	134.5	19.37575925
8	2013	170.8	138.5	Corn	0	136.4	30.17802762
9	2013	231	140.4	Corn	0	138.5	23.78320591
10	2013	114	142.1	Corn	1	140.4	21.92010724
11	2013	105.9	144.4	Corn	1	142.1	25.50955244
12	2013	17.3	146.6	Corn	3	144.4	27.22040542
1	2014	22.8	148.9	Corn	3	146.6	19.13714512
2	2014	15.6	150.7	Corn	3	148.9	22.80707509
3	2014	25.5	152.9	Corn	3	150.7	19.38712014
4	2014	67.3	155	Corn	2	152.9	28.93872082
5	2014	43.5	157.3	Corn	2	155	25.07706244
6	2014	193	158.9	Corn	0	157.3	31.57806203
7	2014	203.3	161	Corn	0	158.9	28.32296648
8	2014	156	162.8	Corn	0	161	27.26618236
9	2014	296.3	165	Corn	0	162.8	29.81722937
10	2014	97.8	167.4	Corn	1	165	34.85931471
11	2014	75.5	169.3	Corn	1	167.4	24.14767731
12	2014	23.1	171.8	Corn	3	169.3	25.94650207
1	2015	22.6	173.7	Corn	3	171.8	21.87636598
2	2015	34	175.4	Corn	3	173.7	32.26984383
3	2015	18	177.9	Corn	3	175.4	29.58123798
4	2015	45.1	180.2	Corn	2	177.9	25.61603759
5	2015	70	182.5	Corn	2	180.2	33.90237297
6	2015	215	184.2	Corn	0	182.5	23.12354001
7	2015	229.9	185.8	Corn	0	184.2	32.52883135
8	2015	252.3	187.6	Corn	0	185.8	32.68215447
9	2015	217.6	189.2	Corn	0	187.6	33.01126159
10	2015	128.7	190.8	Corn	1	189.2	22.06929372
11	2015	103.3	193.2	Corn	1	190.8	26.86409148
12	2015	12	195.4	Corn	3	193.2	34.71764637
1	2016	23	197	Corn	3	195.4	20.72371216
2	2016	29.3	199.3	Corn	3	197	32.26737898
3	2016	17.6	201.3	Corn	3	199.3	28.57747681
4	2016	65.1	202.9	Corn	2	201.3	26.47922741
5	2016	64.7	204.7	Corn	2	202.9	22.20731671
6	2016	180.1	206.8	Corn	0	204.7	19.34011668
7	2016	273	208.4	Corn	0	206.8	25.92420321
8	2016	290.1	210.2	Corn	0	208.4	18.67773541
9	2016	218.6	212.1	Corn	0	210.2	31.34999545
10	2016	72.2	213.9	Corn	1	212.1	31.94414422
11	2016	91.5	216	Corn	1	213.9	26.75700107
12	2016	25.5	217.8	Corn	3	216	21.23963458
1	2017	16.8	220.2	Corn	3	217.8	32.7941937
2	2017	18.2	222.7	Corn	3	220.2	27.73926544
3	2017	12.8	224.9	Corn	3	222.7	27.3023888
4	2017	35.3	227.4	Corn	2	224.9	33.27969084
5	2017	68.3	229.2	Corn	2	227.4	34.86907592
6	2017	278.2	230.7	Corn	0	229.2	20.76574759
7	2017	298.7	232.4	Corn	0	230.7	18.78644063
8	2017	183.6	234.7	Corn	0	232.4	28.75367411
9	2017	203.5	236.7	Corn	0	234.7	30.80141263
10	2017	47.7	238.3	Corn	1	236.7	23.47348408
11	2017	43	    240	    Corn	1	238.3	30.49163416
12	2017	12.2	242 	Corn	3	240	28.38048287
1	2018	22.1	244	    Corn	3	242	32.37829228
2	2018	29.2	246.2	Corn	3	244	33.67917114
3	2018	11.6	248.5	Corn	3	246.2	22.68967465
4	2018	64.1	250.4	Corn	2	248.5	26.02602157
5	2018	57.8	252	    Corn	2	250.4	24.95990487
6	2018	267.7	253.5	Corn	0	252	25.26526092
7	2018	192	    255.9	Corn	0	253.5	19.70650703
8	2018	251.3	257.8	Corn	0	255.9	19.83034794
9	2018	174.3	260 	Corn	0	257.8	28.02037333
10	2018	68.8	261.9	Corn	1	260	20.7110282
11	2018	107.5	263.8	Corn	1	261.9	22.36438779
12	2018	11.3	265.9	Corn	3	263.8	29.75889864
4	2012	42.5	90	    Carrot	2	140.8	29.89104385
5	2012	31.9	91.8	Carrot	2	90	34.48635749
6	2012	277.1	93.6	Carrot	0	91.8	22.56986285
7	2012	176.9	95.3	Carrot	0	93.6	21.23667442
8	2012	196	    97.7	Carrot	0	95.3	19.72991887
9	2012	262.3	99.2	Carrot	0	97.7	33.26323655
10	2012	35.4	101.3	Carrot	1	99.2	24.408378
11	2012	100.3	103	    Carrot	1	101.3	22.60327142
12	2012	19.2	104.5	Carrot	3	103 	27.18855095
1	2013	32.3	106.6	Carrot	3	104.5	23.2726944
2	2013	26.7	108.4	Carrot	3	106.6	20.24995001
3	2013	18.4	110.2	Carrot	3	108.4	34.57759026
4	2013	74	    111.8	Carrot	2	110.2	28.60263472
5	2013	65.4	114.1	Carrot	2	111.8	33.687094
6	2013	218.1	116.6	Carrot	0	114.1	32.45731487
7	2013	235.1	118.7	Carrot	0	116.6	26.72952605
8	2013	282.5	120.8	Carrot	0	118.7	24.21973291
9	2013	272.7	123	Carrot	0	120.8	20.76841834
10	2013	91	    125.2	Carrot	1	123	33.06815485
11	2013	126.2	126.8	Carrot	1	125.2	29.78271038
12	2013	26.9	129.3	Carrot	3	126.8	31.527918
1	2014	12.7	131.2	Carrot	3	129.3	34.52921043
2	2014	27.5	133.6	Carrot	3	131.2	19.46083745
3	2014	17.8	135.8	Carrot	3	133.6	34.47144088
4	2014	58.7	137.9	Carrot	2	135.8	30.5875597
5	2014	53.9	139.9	Carrot	2	137.9	27.7115049
6	2014	263.2	141.6	Carrot	0	139.9	21.69053256
7	2014	220 	143.9	Carrot	0	141.6	21.86180716
8	2014	304.9	146.3	Carrot	0	143.9	28.93292085
9	2014	207.4	148.2	Carrot	0	146.3	23.6540418
10	2014	126.6	149.9	Carrot	1	148.2	28.8928654
11	2014	99.2	152.3	Carrot	1	149.9	32.3118695
12	2014	21.1	154.1	Carrot	3	152.3	21.76993655
1	2015	39.2	155.9	Carrot	3	154.1	30.25318328
2	2015	32.6	157.6	Carrot	3	155.9	21.46262791
3	2015	19.6	159.6	Carrot	3	157.6	30.58463229
4	2015	65	    162	Carrot	2	159.6	30.85180081
5	2015	44.9	163.7	Carrot	2	162	25.1754081
6	2015	219.7	165.8	Carrot	0	163.7	23.68207778
7	2015	222.8	167.9	Carrot	0	165.8	24.68567281
8	2015	303.9	169.5	Carrot	0	167.9	22.51031463
9	2015	188.2	171.6	Carrot	0	169.5	30.73439772
10	2015	116	    173.3	Carrot	1	171.6	30.12860514
11	2015	35.6	175.3	Carrot	1	173.3	28.58842283
